K562	rank_K562	MCF7	rank_MCF7	NCIH2030	rank_NCIH2030	LPS141	rank_LPS141	SKMEL2	rank_SKMEL2
ZNF841	7565	CPA1	7565	OR2A42	7565	KBTBD12	7565	LAMB2	7565
LIX1	7566	GTF2IRD2B	7566	REG3A	7566	TNFAIP8	7566	RHNO1	7566
GJA8	7567	MTMR2	7567	HSD11B1	7567	FAM173A	7567	C1orf216	7567
UBE3B	7568	SLC9A9	7568	SCGB3A2	7568	LY6H	7568	GJA4	7568
KIF3B	7569	SPATA6L	7569	CCDC138	7569	PWWP2A	7569	IFNA4	7569
GATS	7570	KDM3B	7570	FOXO4	7570	OR6K2	7570	NDUFA13	7570
TNFSF18	7571	KCNK13	7571	GAGE12C	7571	OTOGL	7571	RAPGEF3	7571
SCPEP1	7572	CYP2J2	7572	ZFYVE16	7572	SGCB	7572	GOLGB1	7572
PCNX	7573	LRIT3	7573	TMEM212	7573	ANKDD1B	7573	MKRN2	7573
XG	7574	LCORL	7574	MPHOSPH8	7574	TNS2	7574	UTP14C	7574
ERGIC1	7575	ECT2L	7575	GTF2IRD2	7575	CYP4A11	7575	ZNF423	7575
SLC19A1	7576	MAP3K14	7576	PTGR1	7576	ANGEL1	7576	ANGPTL1	7576
LINGO4	7577	SGCB	7577	CYP2U1	7577	IFIT1	7577	SLC22A25	7577
SLC34A2	7578	PHLDB1	7578	RGS1	7578	OR5K2	7578	CRISPLD1	7578
FOXA3	7579	PPME1	7579	ADAM17	7579	TMEM106B	7579	CH17-360D5.1	7579
AK5	7580	TMEM138	7580	TSC22D3	7580	LIMCH1	7580	CMIP	7580
HLA-F	7581	PRR14L	7581	SYDE1	7581	HSPA12A	7581	COQ3	7581
MIER1	7582	CRKL	7582	IKZF5	7582	ARMCX5	7582	ARIH2OS	7582
GNAI3	7583	TRIM5	7583	MUL1	7583	GBGT1	7583	TMEM244	7583
PPP1R3C	7584	DDB2	7584	C9orf152	7584	STRN4	7584	TAC3	7584
PLA2G12A	7585	HAL	7585	GRN	7585	SPPL3	7585	TSNAX	7585
TMEM138	7586	TMEM150C	7586	COMMD10	7586	ACOT13	7586	REXO2	7586
C1QB	7587	TXLNG	7587	PHLDB3	7587	RAB27A	7587	SMYD1	7587
LAMP2	7588	PI4K2A	7588	OR6C76	7588	ANXA5	7588	MYLIP	7588
TARBP2	7589	ACSL3	7589	CEBPG	7589	CPB2	7589	GRHL1	7589
CDK17	7590	MGST3	7590	RNF5	7590	KIFC2	7590	ADCY5	7590
DGCR6	7591	ACVR1B	7591	OR51B6	7591	PSKH1	7591	ACSL1	7591
IRAK1	7592	LBH	7592	CILP2	7592	KIAA1467	7592	AEBP1	7592
NPW	7593	CYB5R2	7593	SIRT5	7593	SLC26A5	7593	TPST2	7593
AIPL1	7594	WSB1	7594	EXTL2	7594	CASP7	7594	KDELR3	7594
RGMB	7595	C1orf177	7595	NOTCH4	7595	DMRTC1B	7595	C22orf29	7595
TMEM141	7596	SLC23A2	7596	PCDHGA6	7596	ZNF362	7596	SH3BGRL3	7596
KRT84	7597	PALM2-AKAP2	7597	CD160	7597	LOC388849	7597	HIPK3	7597
HSF2	7598	SPANXN4	7598	CFAP61	7598	CRYGN	7598	C19orf80	7598
GSTA3	7599	TTLL2	7599	TAS2R14	7599	NFE2	7599	BRI3	7599
TCHHL1	7600	WTH3DI	7600	ZNF106	7600	CFHR5	7600	CD22	7600
POU1F1	7601	YTHDF3	7601	GIMAP2	7601	FOXN4	7601	SCAF8	7601
IQCC	7602	MSH6	7602	PDDC1	7602	SLC35G3	7602	FAM157B	7602
ZNF669	7603	FOSB	7603	TTF2	7603	LINC01272	7603	FCHSD2	7603
SCGN	7604	PQLC3	7604	GLI4	7604	DPYSL3	7604	B3GALT6	7604
BAZ2B	7605	CBX5	7605	CDCA3	7605	CXADR	7605	STH	7605
HIC1	7606	NCCRP1	7606	OR13D1	7606	DES	7606	MGRN1	7606
ZC4H2	7607	MYO1G	7607	NPHP3	7607	PEX5L	7607	CCDC155	7607
ZNF829	7608	CRELD1	7608	SH2B1	7608	OMA1	7608	SLC4A4	7608
ACO1	7609	HAP1	7609	CUX1	7609	PXDN	7609	MEIKIN	7609
ADAMTSL2	7610	FAM200B	7610	BYSL	7610	HNRNPA0	7610	HIST3H2BB	7610
DSCR3	7611	C12orf80	7611	MAP2K5	7611	CNTF	7611	NOX5	7611
TMEM74	7612	CSF1R	7612	SEPTIN1	7612	MPDZ	7612	TMEM11	7612
BCAT1	7613	DHRS2	7613	IL22RA1	7613	IRAK1	7613	TSPAN16	7613
UMAD1	7614	ZNF585A	7614	MZT2B	7614	ARV1	7614	SP3	7614
COX6A1	7615	SYDE1	7615	TMCC3	7615	OR51E1	7615	PYDC1	7615
LOC100130357	7616	KRTAP9-4	7616	SLC16A2	7616	CSNK1D	7616	PLS1	7616
PEX6	7617	SGPP1	7617	GPRIN1	7617	TMEM18	7617	DDX31	7617
MZB1	7618	SLC38A4	7618	TRIM11	7618	ELMSAN1	7618	RINL	7618
ANKFY1	7619	BRD9	7619	NID1	7619	GATM	7619	CD4	7619
PGBD4	7620	HIST1H3C	7620	TNXB	7620	DUSP3	7620	NANOS2	7620
KRT16	7621	GPR37	7621	LRRC8E	7621	OR4M1	7621	COL5A3	7621
ALB	7622	TMEM45B	7622	MYO1B	7622	SAMD3	7622	PEX16	7622
PRR11	7623	SLC35G1	7623	DIAPH2	7623	EPC1	7623	RBM5	7623
C1orf50	7624	HMGB3	7624	RCAN2	7624	PAPD7	7624	CXCL5	7624
FANCF	7625	LRRC3C	7625	KAT2A	7625	LYSMD1	7625	ATN1	7625
KIF1B	7626	ABCD1	7626	OR52I1	7626	BEX2	7626	HPS3	7626
SLC39A7	7627	SOCS5	7627	PEX5L	7627	CPNE5	7627	ARPC1A	7627
OR2A4	7628	SPPL3	7628	PRMT9	7628	LRRC47	7628	SERPINB7	7628
AARSD1	7629	MBTPS1	7629	H2AFB3	7629	PANX2	7629	NKX6-1	7629
WDR34	7630	TMEM9	7630	RNF17	7630	LRRFIP1	7630	CHMP4C	7630
LRRC49	7631	MCHR1	7631	TFEB	7631	PM20D1	7631	SIX2	7631
ZNF730	7632	CCSER1	7632	POM121	7632	LINGO2	7632	PTGES3L	7632
ZNF25	7633	SPOP	7633	PAX3	7633	PPEF1	7633	SEL1L3	7633
ZSWIM8	7634	AKR1A1	7634	CISD1	7634	RGMA	7634	TG	7634
LTC4S	7635	PLCE1	7635	PRTG	7635	TP53BP2	7635	CRIPT	7635
STX7	7636	HDHD2	7636	FAM134B	7636	RALY	7636	ATAD3A	7636
WRNIP1	7637	ACOX3	7637	NFKBIB	7637	OR5L1	7637	CAPN1	7637
FADD	7638	DRC7	7638	RFX2	7638	GYG1	7638	BACH1	7638
XPNPEP1	7639	ARG1	7639	DNAH17	7639	GRK4	7639	RIMBP2	7639
KCNH6	7640	HSFX2	7640	PEF1	7640	DCAF4	7640	KANK3	7640
ING1	7641	DEDD2	7641	TAS1R3	7641	MPEG1	7641	SEPTIN11	7641
PDIA5	7642	LRRC4C	7642	RIMBP3	7642	POU4F2	7642	SIMC1	7642
CKMT2	7643	SLC9C2	7643	PPY	7643	ZNF695	7643	ZNF483	7643
MEIS3	7644	PTPRR	7644	GRIK1	7644	GJB6	7644	GYPB	7644
DDIAS	7645	ZBTB38	7645	TMEM214	7645	SUGCT	7645	RNASEH2C	7645
C19orf54	7646	IQCJ	7646	NES	7646	ZNF442	7646	CD3E	7646
FAM102A	7647	DRD3	7647	SLC7A14	7647	HES2	7647	KIF19	7647
VWA1	7648	ADGB	7648	FOXP2	7648	TMSB15B	7648	BTBD9	7648
CPT1A	7649	MPI	7649	LPCAT1	7649	CRIM1	7649	TMED7-TICAM2	7649
IKBIP	7650	YIPF7	7650	KNG1	7650	C15orf54	7650	ETS1	7650
KPRP	7651	PLEKHG7	7651	BTBD1	7651	CAPN9	7651	OR2T2	7651
CFHR3	7652	ZNF556	7652	SPPL2C	7652	FAM24B	7652	LDLRAP1	7652
SPATA24	7653	DPM3	7653	CRYM	7653	TREML4	7653	ATRAID	7653
KCNN2	7654	TNFRSF9	7654	SRPX2	7654	CDH1	7654	FGD5	7654
OR2T3	7655	NT5C1B	7655	IL11	7655	LDOC1	7655	CRP	7655
FBXW12	7656	KLK14	7656	SRD5A2	7656	RNF126	7656	BMPER	7656
OR10X1	7657	PLVAP	7657	RAD51B	7657	TXNL1	7657	MNX1	7657
SEMA6B	7658	RAB24	7658	ZNF667	7658	NCOA7	7658	DLGAP5	7658
UROC1	7659	ZFPL1	7659	WDR89	7659	SPDYC	7659	EVI5	7659
AAK1	7660	MAP3K4	7660	SP100	7660	OR9Q1	7660	ARHGEF26	7660
GNG7	7661	PHACTR4	7661	LPAR1	7661	NEURL4	7661	SPEF2	7661
NMNAT2	7662	TMEM26	7662	RPH3A	7662	TAS2R30	7662	SPATA32	7662
ZNF77	7663	NDST3	7663	KCNMB1	7663	TMEM186	7663	HBA1	7663
CALML6	7664	CTRB2	7664	SLC18A3	7664	KCTD18	7664	FNDC7	7664
ACAD10	7665	FETUB	7665	NGB	7665	MAGEA2B	7665	TOP3B	7665
TADA3	7666	TLE6	7666	GPR20	7666	GOLGA7	7666	GRAPL	7666
MEGF10	7667	OR6Q1	7667	PRAMEF7	7667	ADAM32	7667	NUFIP2	7667
SMARCD3	7668	GDAP2	7668	STK31	7668	HOXC4	7668	LAMP3	7668
PCDHGB7	7669	EFNB2	7669	TMEM57	7669	FBXO33	7669	IL18BP	7669
ENHO	7670	DRG2	7670	POGLUT1	7670	PTMA	7670	KRTAP19-7	7670
TMPRSS4	7671	BIVM	7671	SAMD10	7671	PRUNE	7671	CCDC171	7671
PHACTR2	7672	OXCT2	7672	TESK2	7672	LUC7L2	7672	HRASLS	7672
VWC2L	7673	PUM1	7673	TTLL10	7673	GPC2	7673	PCDHA3	7673
HRNR	7674	SLC44A4	7674	ARFGEF2	7674	NCR2	7674	KCNK9	7674
CAMK2A	7675	IL26	7675	PIM3	7675	TADA3	7675	SSX4	7675
SLC25A11	7676	ATP2C2	7676	CARD16	7676	PXT1	7676	RIT1	7676
SOX6	7677	KRTAP10-12	7677	ACAD10	7677	CATSPERB	7677	CYP27A1	7677
MMRN1	7678	SLC25A11	7678	TCN1	7678	RAB6C	7678	ZNF704	7678
TMEM168	7679	COMMD4	7679	COL6A3	7679	GAN	7679	ZNF417	7679
FAM179B	7680	C17orf107	7680	HADHB	7680	SMARCA4	7680	NCLN	7680
S1PR2	7681	SEC16B	7681	MON1B	7681	C1orf194	7681	CAMK1D	7681
TP53TG5	7682	GPR151	7682	MUC22	7682	PCYOX1L	7682	KIAA1551	7682
CRYBG3	7683	ATF1	7683	KCNAB2	7683	POC5	7683	ZP3	7683
GSTO1	7684	HDAC7	7684	ANO1	7684	TOX2	7684	PKLR	7684
ELMOD1	7685	ABCB8	7685	MBOAT1	7685	MAGEC3	7685	OR10AG1	7685
ADH5	7686	SHOX	7686	IL23A	7686	SMYD4	7686	KRT39	7686
RAB11A	7687	SH3D19	7687	CELA3A	7687	CNBP	7687	TFDP2	7687
AFMID	7688	ILKAP	7688	MPLKIP	7688	EIF4H	7688	PDE11A	7688
UFSP1	7689	MSTN	7689	STAP1	7689	NISCH	7689	MIF4GD	7689
SH2D7	7690	SETD9	7690	ZNF555	7690	LRRC74B	7690	KCNK15	7690
CEP72	7691	C1orf68	7691	TOMM40L	7691	OR4M2	7691	ITPR1	7691
SAMD15	7692	PSENEN	7692	EDDM3A	7692	TMEM168	7692	FBXO24	7692
MALL	7693	TDRD6	7693	LOC100996634	7693	EPS15L1	7693	CYB5R3	7693
OR5P2	7694	ALKBH3	7694	TRA2B	7694	SLC25A13	7694	FAM9B	7694
TMEM186	7695	NPFF	7695	PLXNA4	7695	FAM132A	7695	HOXC8	7695
GJC1	7696	NAV3	7696	NSUN7	7696	AP3M2	7696	ARHGEF25	7696
CP	7697	OR6B3	7697	RAB5C	7697	FOXN2	7697	TAAR9	7697
MTNR1A	7698	MSR1	7698	DPH7	7698	ZCCHC18	7698	RESP18	7698
DUSP4	7699	C4orf26	7699	CCNT2	7699	ZPBP	7699	ORAI2	7699
HSD3B2	7700	SCAMP1	7700	HCAR3	7700	TAS2R13	7700	GRAP	7700
OR51A4	7701	CCDC78	7701	SPACA1	7701	NMS	7701	SLC34A3	7701
XBP1	7702	DMTF1	7702	EMP1	7702	PCDHGA8	7702	TRIQK	7702
C12orf77	7703	ATP12A	7703	FAM46C	7703	AHI1	7703	USP51	7703
FAM171B	7704	ADAMTS14	7704	RAB15	7704	PGAP2	7704	FAXDC2	7704
CYP27C1	7705	NKAIN3	7705	ASH1L	7705	SCFD2	7705	FAM169B	7705
ZNF41	7706	CTNS	7706	CHST15	7706	BATF	7706	POLR2H	7706
EPPIN-WFDC6	7707	PRRT2	7707	CD302	7707	TERF2IP	7707	IFT81	7707
CNOT6L	7708	UBTD1	7708	ZNF780A	7708	CREBBP	7708	YIPF2	7708
USP25	7709	OR8I2	7709	ADAM9	7709	FAM170B	7709	NUDT14	7709
ADAM30	7710	SYNPO2L	7710	GGCT	7710	PAFAH1B2	7710	GNAZ	7710
LACC1	7711	CSTB	7711	SAMD3	7711	PRR20C	7711	WDR86	7711
LMTK2	7712	MAGEA2B	7712	ZNF491	7712	C8orf34	7712	KCNIP1	7712
APLNR	7713	CCDC160	7713	PICALM	7713	OR2D2	7713	SAMD4B	7713
OR8H2	7714	RBM6	7714	RPS19BP1	7714	PEX19	7714	SERTAD4	7714
C11orf98	7715	CERS5	7715	MYH13	7715	MLC1	7715	NCR3	7715
VMA21	7716	FIGLA	7716	DBNDD1	7716	ZNF304	7716	MT1M	7716
TBK1	7717	TTC21B	7717	HSD11B2	7717	TAAR6	7717	ZNF41	7717
DCSTAMP	7718	PCBD1	7718	FAM117A	7718	TTLL5	7718	LENG8	7718
C3orf18	7719	HIF1A	7719	WFDC6	7719	CABLES1	7719	NXNL1	7719
ITFG1	7720	DNM3	7720	PARG	7720	AASDH	7720	TM4SF1	7720
PRKG1	7721	TGM7	7721	KLHL14	7721	SMIM9	7721	SOGA1	7721
CCL4	7722	SLC6A4	7722	SH3PXD2B	7722	CGN	7722	TRIP10	7722
EEF2KMT	7723	HIST1H2AB	7723	BDH2	7723	NRAP	7723	CCDC40	7723
SYDE1	7724	SPATA2L	7724	FLT4	7724	CD4	7724	CCDC25	7724
CDKN1B	7725	F2	7725	FOXF1	7725	FAM220A	7725	CCDC142	7725
UGT2A1	7726	MLX	7726	SYNPO	7726	CELSR2	7726	PFKFB3	7726
HPCAL4	7727	TMED4	7727	ZNF682	7727	ZNF852	7727	DNAJB2	7727
RAB33B	7728	TCF25	7728	UBXN2B	7728	TANC2	7728	TMTC3	7728
PRAMEF14	7729	FNDC4	7729	MMP12	7729	IL37	7729	SNTN	7729
FRMD3	7730	ZNF117	7730	GCOM1	7730	DUSP8	7730	AMIGO1	7730
CIR1	7731	AICDA	7731	MIP	7731	SSR3	7731	CDK6	7731
STX1A	7732	PHC2	7732	MRAS	7732	CELF3	7732	DGKB	7732
MTX2	7733	NRTN	7733	SYAP1	7733	USP45	7733	CRK	7733
PRTG	7734	LOC100130357	7734	TTLL3	7734	TSPEAR	7734	UCHL3	7734
MGAT5	7735	GABRG3	7735	C4BPB	7735	SPAG1	7735	PSG4	7735
DEFB121	7736	ASB5	7736	SERPINB13	7736	NIM1K	7736	SSMEM1	7736
PIEZO1	7737	LIPM	7737	RXFP3	7737	C11orf54	7737	EXOC6B	7737
C9orf69	7738	WNT9A	7738	PCK1	7738	TPH2	7738	VGLL3	7738
PPP5D1	7739	PIEZO1	7739	SBF2	7739	FHIT	7739	KLHL23	7739
OR2T33	7740	ATRNL1	7740	TMC6	7740	DIRAS1	7740	FAM156B	7740
C17orf105	7741	LETM1	7741	HDDC2	7741	ELK4	7741	USP19	7741
SNX9	7742	ZNF623	7742	CPLX1	7742	DYRK3	7742	ZNF784	7742
FBXO48	7743	TMUB2	7743	C4orf45	7743	PPP1R15B	7743	BCL10	7743
MCMDC2	7744	OR10H1	7744	OR10A7	7744	TBX15	7744	TMEM138	7744
TM7SF3	7745	EMC8	7745	PATE1	7745	FN3KRP	7745	NHSL2	7745
SLC39A12	7746	INSL3	7746	EGR4	7746	SLCO1B3	7746	DEFB124	7746
BANK1	7747	FAM169B	7747	MAEL	7747	C5orf30	7747	NCF4	7747
PLA2G4C	7748	SATB1	7748	ZG16	7748	ARMCX5-GPRASP2	7748	C1orf198	7748
RUFY1	7749	CCNY	7749	REEP4	7749	ADGRD1	7749	CD164L2	7749
TCP11L2	7750	RAD21L1	7750	PELI3	7750	ATG4C	7750	KLF11	7750
PRRC2B	7751	NBPF3	7751	LRRC63	7751	CCR5	7751	XIRP1	7751
PACS1	7752	SSR3	7752	ACTL10	7752	TEAD3	7752	TBRG4	7752
ABCA6	7753	SRGAP3	7753	MYOCD	7753	TRPM3	7753	KRT4	7753
CELA2B	7754	C10orf90	7754	TMPRSS9	7754	TAF7L	7754	FAM69A	7754
ZSCAN23	7755	C21orf91	7755	DIRAS1	7755	SLC39A9	7755	UGT3A2	7755
PDZD8	7756	IL10RA	7756	FAM122B	7756	FAM86C1	7756	RPP25L	7756
NNT	7757	MSH3	7757	ESX1	7757	RASGEF1C	7757	BRMS1L	7757
PMEL	7758	RAB39B	7758	CYTIP	7758	PNPLA6	7758	KRTAP9-3	7758
SVOP	7759	MMP23B	7759	MAP3K8	7759	SPRR1B	7759	SPAG6	7759
FBXO46	7760	DRD2	7760	OR8H3	7760	TRIM6-TRIM34	7760	HSD3B7	7760
PPP1R36	7761	ASPG	7761	FCGR3A	7761	TSSK6	7761	TMEM123	7761
OR52N1	7762	SYT7	7762	CNTF	7762	CERS1	7762	RASEF	7762
LYSMD1	7763	NXT1	7763	ZC4H2	7763	SNRK	7763	OR5F1	7763
ZNF649	7764	DDX4	7764	GLRX2	7764	ZBTB3	7764	HOXB9	7764
MFNG	7765	ASNA1	7765	CTSD	7765	C2orf44	7765	GJB7	7765
FAM228A	7766	TM4SF1	7766	GALNTL6	7766	ZNF44	7766	FAM53A	7766
TTC24	7767	PTPDC1	7767	MALL	7767	ZNF570	7767	FRAT1	7767
METTL12	7768	TRAPPC9	7768	GPHB5	7768	RNF34	7768	LDLRAD2	7768
MAP7D3	7769	SPCS3	7769	TRMU	7769	MEI1	7769	CRYGA	7769
TMEM253	7770	DHX16	7770	TMC8	7770	UFSP1	7770	SLC52A3	7770
NR3C2	7771	TTC30B	7771	NOX1	7771	AZU1	7771	SLITRK3	7771
ZNF836	7772	SCAMP3	7772	NLRP4	7772	CCDC61	7772	INO80E	7772
SRGN	7773	GRIN2D	7773	SH3BP4	7773	CCNG2	7773	DPPA3	7773
HOMER1	7774	ITGB7	7774	ZNF324B	7774	GXYLT1	7774	MEIS3	7774
SDCCAG3	7775	BAHD1	7775	RASL12	7775	SYTL3	7775	LOC101929372	7775
COL4A6	7776	CEACAM5	7776	OR13F1	7776	TBX18	7776	MYO1A	7776
NUDT6	7777	OR4D10	7777	PHF12	7777	OR2AE1	7777	OR1A1	7777
GAS2L3	7778	IL12RB2	7778	TMEM39A	7778	SNX8	7778	EREG	7778
ACAN	7779	IL21	7779	GAP43	7779	MEOX2	7779	COX5B	7779
ACSM2B	7780	GJC3	7780	RP2	7780	IFNA16	7780	ADPRH	7780
RTN2	7781	LRRC48	7781	C3orf67	7781	GAS2L3	7781	SST	7781
SIX4	7782	KHK	7782	KCNK10	7782	MDM1	7782	MRPS16	7782
TPM1	7783	GPHB5	7783	TBC1D5	7783	HHIPL1	7783	TRIM8	7783
ST7L	7784	SCP2	7784	TLR3	7784	LATS2	7784	FGF18	7784
NME8	7785	PAPPA2	7785	C1orf111	7785	KRTAP2-2	7785	FER1L6	7785
TIGD2	7786	ADCY5	7786	SARNP	7786	ALG8	7786	FAM47A	7786
DSEL	7787	CATSPERD	7787	HYLS1	7787	SLC22A16	7787	AP3M1	7787
MAST4	7788	TAAR8	7788	LTBP1	7788	RNF144B	7788	CNEP1R1	7788
CCDC122	7789	TYK2	7789	KRT19	7789	GPT	7789	ARL16	7789
CEP170	7790	MTHFD2L	7790	TCF7L1	7790	HIST2H2AA3	7790	POU4F3	7790
ABCG5	7791	DGKG	7791	KRTAP20-2	7791	ABCA4	7791	STXBP2	7791
ABCC2	7792	CEP83	7792	CETN1	7792	MESDC1	7792	NR2F6	7792
THEM4	7793	CFAP36	7793	MLLT10	7793	PRND	7793	REC8	7793
C17orf85	7794	KRTAP10-11	7794	LY6E	7794	RNF217	7794	POTEJ	7794
HILPDA	7795	ITK	7795	MFSD8	7795	CD200	7795	S100G	7795
GKN2	7796	FAM114A2	7796	PROP1	7796	NPAS3	7796	NQO2	7796
CAPN9	7797	RIC1	7797	GTPBP3	7797	SLC25A52	7797	COA1	7797
GAREML	7798	OR5A2	7798	SEPTIN14	7798	MTARC1	7798	DRD3	7798
TRAF1	7799	DTNB	7799	FHAD1	7799	TP53TG3	7799	C15orf43	7799
NAGK	7800	DNAH17	7800	ADGRA1	7800	CXXC4	7800	ANXA8L1	7800
PRRT4	7801	CAMSAP3	7801	KITLG	7801	NKIRAS1	7801	RPL26L1	7801
ZNF432	7802	PSMB11	7802	SPO11	7802	PHOSPHO2	7802	SCAMP3	7802
PAMR1	7803	C10orf128	7803	KCNA2	7803	SLC9C2	7803	MMP19	7803
HCK	7804	C3orf79	7804	ZNF791	7804	ZNF471	7804	RBP7	7804
CALCR	7805	RBM11	7805	SDCCAG3	7805	NLRP11	7805	ACTRT2	7805
KRTAP5-6	7806	EZH2	7806	HMCN2	7806	LRRC42	7806	NXPE3	7806
TGIF2-C20orf24	7807	STARD3NL	7807	TMEM239	7807	MLANA	7807	PIN4	7807
GNAT2	7808	TMX3	7808	LECT2	7808	SLC11A1	7808	ZNF511	7808
ZNF10	7809	TRIM56	7809	CATSPER3	7809	GNS	7809	KIF5C	7809
USP4	7810	C9orf50	7810	LYL1	7810	ITPRIPL2	7810	TAL2	7810
KRTAP5-7	7811	ADAMTS7	7811	AKR7A3	7811	RBP7	7811	PCDHA2	7811
PLCE1	7812	PGPEP1	7812	CYP19A1	7812	ROS1	7812	GP5	7812
NAIF1	7813	KLF1	7813	ZNF19	7813	HDAC9	7813	PF4V1	7813
PRRG1	7814	ACO1	7814	LDOC1	7814	FAM168A	7814	FSCN3	7814
OR4D10	7815	POFUT1	7815	ARID3A	7815	TMEM141	7815	MYRIP	7815
ADORA3	7816	KLHL24	7816	ZFP41	7816	THUMPD1	7816	SPACA1	7816
PARP16	7817	WDR19	7817	CALCOCO2	7817	KLC2	7817	CBLB	7817
SPTBN5	7818	LRRC32	7818	NR1I3	7818	SLAMF8	7818	NR3C2	7818
KHDRBS2	7819	PELI1	7819	NPAS3	7819	IFNA6	7819	FTL	7819
PRIMPOL	7820	NSUN5	7820	MAP1LC3A	7820	SLC43A2	7820	C3orf35	7820
TENM4	7821	SCAPER	7821	MGST1	7821	PAQR7	7821	SLC39A13	7821
MXRA7	7822	NFIB	7822	FAM65B	7822	BATF2	7822	ZNF420	7822
HSD17B2	7823	CSAD	7823	SPTA1	7823	DSTN	7823	SZT2	7823
P2RX1	7824	PCDH18	7824	PDCD6	7824	RDH16	7824	ABCB9	7824
G6PC	7825	FABP2	7825	MIER2	7825	WSB1	7825	TMEM57	7825
OPTN	7826	OR2T1	7826	DYM	7826	NOVA1	7826	WDR44	7826
AASDH	7827	ZIM2	7827	MAOB	7827	DOCK10	7827	DRP2	7827
WDR76	7828	OR5P3	7828	DTD2	7828	ALG3	7828	SKI	7828
HOXC12	7829	HSD3B2	7829	USP17L24	7829	NSFL1C	7829	C8orf76	7829
GCSAML	7830	TCN1	7830	BPHL	7830	C1QTNF9	7830	UGT2A3	7830
LBR	7831	GOLGA2	7831	POLH	7831	SEL1L2	7831	STON2	7831
IL11RA	7832	SORBS2	7832	ELF2	7832	OR4X2	7832	TARSL2	7832
CD4	7833	EXD1	7833	ABHD4	7833	COMT	7833	RGPD2	7833
DAPK2	7834	ADK	7834	DDX50	7834	ELOVL5	7834	GEM	7834
MS4A5	7835	PCDHB5	7835	CACNA1S	7835	KL	7835	AOC2	7835
DUSP21	7836	UQCRHL	7836	LGI2	7836	GPC3	7836	TRPA1	7836
SSX4B	7837	CTXN2	7837	F11R	7837	RMND5A	7837	CCDC3	7837
CLINT1	7838	MEF2B	7838	OLA1	7838	LRCH4	7838	CREG2	7838
PRKACB	7839	MICAL2	7839	MANEA	7839	OR1L6	7839	ATP5G1	7839
ME1	7840	RGN	7840	TFAP2A	7840	GPR119	7840	ACVRL1	7840
ARID4A	7841	PDIK1L	7841	FUT5	7841	ZNF320	7841	FAM126A	7841
COL4A5	7842	CLLU1OS	7842	HHATL	7842	RHOB	7842	GBP1	7842
UGT2B10	7843	DBF4B	7843	ARNT2	7843	MEA1	7843	FBXL8	7843
STAB2	7844	UBE2S	7844	OR1N1	7844	KLHDC10	7844	DZIP1L	7844
C2orf40	7845	FCRL4	7845	BBS5	7845	C5	7845	SYNE4	7845
CADM3	7846	C19orf66	7846	INHBE	7846	NFIB	7846	ZNF264	7846
EXOG	7847	OR8U1	7847	RUNX1T1	7847	SPON1	7847	PAK6	7847
AIF1	7848	CHTF8	7848	ENPEP	7848	STX16	7848	OR8J1	7848
RRM2B	7849	XAGE2	7849	SP9	7849	FAM124B	7849	GMEB2	7849
TC2N	7850	TBC1D32	7850	EPM2AIP1	7850	CD244	7850	PIK3AP1	7850
IL17B	7851	DGKA	7851	LMNB1	7851	MAGEA4	7851	IQCF6	7851
TLE6	7852	JAM2	7852	NPY2R	7852	SAA2-SAA4	7852	GP2	7852
PIF1	7853	EHHADH	7853	CDRT1	7853	ERVV-2	7853	S1PR4	7853
FGF2	7854	DEFB123	7854	DEDD2	7854	C14orf93	7854	PGLYRP1	7854
GSTCD	7855	AFF2	7855	APC2	7855	TMEM5	7855	CDC42BPB	7855
SPIN4	7856	KMO	7856	ZMAT3	7856	CKAP4	7856	SLC18A2	7856
SLC36A2	7857	OR2T29	7857	CPAMD8	7857	SHMT2	7857	ITGB3BP	7857
SH3BP1	7858	MAN2A1	7858	CABS1	7858	MLF2	7858	BLID	7858
KRT222	7859	PHF23	7859	TACO1	7859	REST	7859	MYRF	7859
UBE2K	7860	ACADS	7860	ZNF768	7860	CLSTN2	7860	DCAF10	7860
SLC7A6OS	7861	GPHN	7861	GGTLC2	7861	MS4A7	7861	ASCL3	7861
RENBP	7862	EHF	7862	OR1A1	7862	LOC100289561	7862	AFAP1	7862
TMTC1	7863	ECHDC1	7863	LETM2	7863	DCAF8L1	7863	MAPKAPK2	7863
UGT1A7	7864	DENND4C	7864	ZNF404	7864	SORBS1	7864	ANXA7	7864
MMP11	7865	CTXN1	7865	SMCO4	7865	SMAGP	7865	ATP8B4	7865
ADAMTS7	7866	CABP2	7866	LRRC66	7866	GSTM1	7866	CD47	7866
MCEMP1	7867	TACR3	7867	ZNF669	7867	FABP12	7867	GRB10	7867
C12orf79	7868	DROSHA	7868	B4GALT7	7868	KLRF1	7868	MYADML2	7868
CLIC5	7869	AMZ1	7869	GUF1	7869	AP5Z1	7869	SNX25	7869
FAM205A	7870	STOX1	7870	PGPEP1	7870	ARPP19	7870	ZNF132	7870
CRY1	7871	DNAJC25	7871	USP17L1	7871	SH3BGRL2	7871	CTAGE15	7871
ELMO3	7872	GATAD2B	7872	PLEKHO2	7872	RAB32	7872	EIF4E2	7872
RASGRP1	7873	SIRPB2	7873	TMEM120B	7873	SHISA4	7873	LIMS2	7873
PXDNL	7874	KRT4	7874	HAS1	7874	STMN3	7874	CLEC17A	7874
