K562	fdr_K562	lfc_K562	NCIH2030	fdr_NCIH2030	lfc_NCIH2030	LPS141	fdr_LPS141	lfc_LPS141	 SKMEL2	fdr_SKMEL2	lfc_SKMEL2
ATP2A1	1	0.299	CLDN34	0.942303	0.087465	FAM167A	0.972988	0.0094948	FLYWCH2	0.998835	-1.6702
SF3B6	0.591784	-0.08777	C9orf64	0.930027	0.25621	SLC30A6	0.849216	0.090247	FOLR1	0.998835	1.6419
SPANXA1	0.813496	-0.47474	PGC	0.942303	0.036916	CABP2	0.963018	0.12045	FGF12	0.998835	2.8364
SSX4B	0.811813	0.0015838	TMEM82	0.729953	0.7338	ZNF823	0.972988	0.22618	METTL12	0.998835	-2.6071
FAM53B	0.784312	0.073094	CEP44	0.688381	0.10607	SLC38A10	0.865778	0.25072	FEZ1	0.998835	-1.6702
YAF2	0.98797	0.37902	UGT2B7	0.362903	0.81258	AOX1	0.771012	0.62065	ENO4	0.998835	-1.6702
RNPEP	0.517272	1.0459	PMEPA1	0.824237	0.21908	SEC31A	1	-0.11202	MYH14	0.998835	-0.78871
SAGE1	1	-0.26553	ENKD1	0.896977	-0.076603	ATPIF1	0.878874	0.18086	EMC6	0.998835	-1.6702
STX7	0.880128	0.8423	KCNT2	0.915718	0.15352	SERPINB2	1	-0.13045	NAA11	0.998835	-2.7698
KRTAP5-6	0.621911	-0.10459	PRLHR	0.471721	0.55053	ASB2	0.263224	0.47192	MYH15	0.998835	-1.6702
GDPD3	1	-0.46667	POLDIP2	0.949902	0.19635	F11R	0.912875	0.048702	ETAA1	0.998835	-0.78871
EPB41L5	0.376349	1.3639	KIAA0232	0.970683	0.0073099	SV2B	1	-0.075595	MMP19	0.998835	-0.16511
IQCA1L	1	-0.26012	ATG13	0.471721	-0.021251	GLRA1	0.179758	0.44223	MRPL1	0.998835	-1.6702
POPDC3	0.205902	1.4072	BSCL2	0.810821	0.35455	OR10Q1	0.771012	0.41318	MTERF4	0.998835	-0.57048
PRSS16	0.72053	0.094012	YKT6	0.46181	0.98605	FEZF2	0.81215	0.22581	ERVFRD-1	0.998835	-1.6702
PECAM1	0.591784	0.90896	MRPL9	0.86353	0.22016	ATP7B	1	-0.13733	MEP1B	0.998835	-3.1109
PDIA4	0.591784	-0.049681	TBC1D13	0.96634	0.12268	GABRR2	0.950719	-0.018764	LOC100996634	0.998835	-1.6702
INTS6	1	-0.43212	MIEN1	0.957167	0.00061391	SLC25A40	1	-0.12361	LMAN2	0.998835	-1.6702
CDK11A	0.621911	-0.044873	HNRNPCL4	0.565813	0.92746	STOML1	1	-0.088508	LOC101929372	0.998835	5.4078
SERPINI2	0.46147	1.183	CASC1	0.820732	0.35595	SLC17A9	0.912875	-0.013009	LRRC25	0.998835	-1.6702
GGACT	1	-0.45464	TMEM55A	0.471721	0.85777	GNAI1	0.972988	0.1175	LRIF1	0.998835	-1.2227
ZNF597	0.394952	1.2991	BPY2B	0.888742	-0.13355	TAF4	0.912875	0.17176	LGALS7	0.998835	-1.6702
ARHGAP4	0.591784	0.46993	ATF7	0.892417	0.0063245	TBX18	0.972988	-0.052368	LCMT2	0.998835	-1.6702
ANKMY2	0.910444	-0.26316	SCX	0.530213	0.48569	ZACN	0.80368	-0.22173	LHFPL1	0.998835	2.0471
TSG101	1	-0.51654	TNNI2	0.538233	0.46956	TMCO6	0.878874	0.068851	LIMS2	0.998835	-0.31326
NUP214	0.240033	0.42149	CSF3R	0.85408	-0.071274	SDHAF3	0.972988	0.10815	LHFPL3	0.998835	-1.6702
CCDC130	0.47665	0.84635	ASCL5	0.688381	0.46707	ATF2	0.972988	-0.090307	MARK3	0.998835	-1.6142
SLAIN2	0.76397	0.24225	TM4SF19	0.773403	0.25256	OR1E2	1	0.18033	MAP3K7CL	0.998835	-1.6142
PVRL4	0.221336	2.0752	FAM189A1	0.471721	0.56181	BRS3	1	-0.0081197	MAU2	0.998835	-0.16511
KCNT2	0.383056	0.95283	C14orf105	0.814406	0.1452	CDPF1	0.864783	0.24161	MEGF10	0.998835	-1.2958
TRMT1	0.956138	-0.039397	STX7	0.773403	0.47955	DIRAS3	0.864783	-0.15644	MBD6	0.998835	-0.68372
ASGR2	1	0.36784	AKR1B15	0.641119	0.26802	CLTCL1	0.406749	1.0568	LST1	0.998835	2.1346
SPANXN2	0.46436	-0.16384	RAP1GAP	0.915718	-0.043739	TMEM239	1	-0.035175	LRRC48	0.998835	-1.6702
ABCD1	1	-0.42266	OR2T35	0.814406	0.048631	ERMAP	0.585467	0.26026	LUC7L2	0.998835	-2.6355
PILRA	1	-0.52653	ADCY3	0.894106	0.067153	GSR	0.972988	0.068002	MANEA	0.998835	-1.6702
KRT16	1	0.018023	GFRA3	0.924093	-0.025706	PFDN2	0.791069	0.78373	LYSMD4	0.998835	6.6108
SALL3	0.629689	0.4755	FAM46C	0.816815	0.33413	DCPS	0.978201	0.22873	B3GALNT2	0.998835	-1.4951
TNNT2	1	-0.31941	CCDC17	0.924093	0.18696	UHRF1	0.826726	0.33114	ATP13A3	0.998835	-1.1457
PRELID1	0.009091	3.7007	PFDN4	0.85408	0.22774	FNTA	0.319705	0.36413	B9D1	0.998835	-0.11746
SGSM3	1	-0.35301	GPX4	0.814406	0.34028	ATP5J2-PTCD1	0.882038	0.065324	B4GALNT3	0.998835	5.4532
TMEM219	1	0.35662	INO80D	0.667421	0.42639	MRPL20	0.846014	0.27269	APCS	0.998835	2.8822
CSNK2A1	0.851439	0.47558	NUP188	0.833994	0.27064	LACTBL1	0.997678	-0.040229	AP5Z1	0.998835	2.141
CSDE1	1	-0.46491	FANCG	0.538233	0.48022	GFRA2	0.438332	0.60165	ASRGL1	0.998835	-1.6702
AKT3	0.591784	0.36226	MRFAP1L1	0.748881	-0.0021989	SFT2D2	1	-0.1392	ARSE	0.998835	3.405
RNF2	0.591784	0.1794	NUCKS1	0.86353	0.1014	PPFIBP1	1	-0.23834	BRK1	0.998835	-2.5485
ASIC5	1	-0.33973	PPP1R32	0.553832	0.86261	DCST1	0.972143	0.056654	BMP8A	0.998835	-0.16511
DGKB	0.636778	0.12851	ZWINT	0.85408	0.14608	PCDHGA1	1	-0.13526	C10orf107	0.998835	1.4427
PIGN	0.648548	-0.49632	TP53	0.921984	0.032238	KDM6A	0.771012	0.43446	BTNL8	0.998835	-1.6702
PITPNM1	0.451582	1.1929	L3HYPDH	0.471721	0.62157	FOCAD	1	-0.10315	BCL7A	0.998835	2.1093
KRTAP4-5	1	-0.80902	SLC25A34	0.538233	0.4634	KRIT1	1	0.17728	BAAT	0.998835	-1.3653
CNKSR3	0.621911	0.055159	GAPVD1	0.924093	0.092348	PICK1	0.870878	0.090546	BEND7	0.998835	-0.16511
ABCA5	0.122621	-0.22494	LACC1	0.530213	0.28852	BMX	1	-0.053943	BCL7C	0.998835	-1.6702
ST7L	0.425367	0.29578	TMEM229B	0.558905	0.53436	FAM91A1	1	-0.072791	ABL2	0.998835	-2.7698
DMRTB1	1	-0.16008	SLC25A6	0.970683	0.04502	DPRX	0.771012	0.50373	ABCC9	0.998835	-1.6702
HNRNPA2B1	0.591784	0.69998	MPPE1	0.915718	0.22491	LOC100505478	0.81215	0.1997	ACADSB	0.998835	-1.6702
ZNF688	0.910444	-0.24187	PNPLA4	0.669489	0.44759	CCKBR	0.353655	0.58493	ACADL	0.998835	-1.6702
C1orf115	0.384919	0.13975	CASC10	0.849226	-0.19842	SYTL5	0.329091	0.45593	ZNF821	0.998835	4.4189
SH3BP1	0.083591	-0.28551	KCNS2	0.688381	0.36726	OR5D18	0.81215	0.2712	ZNF662	0.998835	-1.6702
C6orf120	1	0.02131	RNF170	0.814406	0.21085	NEBL	0.353655	0.37286	ABCC12	0.998835	-1.6702
ELMOD2	0.868364	0.048098	GALNT7	0.623033	0.54752	OR8B4	0.849216	0.17492	A1CF	0.998835	7.6481
WDR49	0.282764	0.047322	TAP1	0.698116	0.36038	ZWINT	0.849216	-0.24799	AKR1B1	0.998835	-1.6702
ASTN2	1	0.025461	NLRX1	0.942303	0.11428	CNOT8	1	-0.02895	ADH5	0.998835	-1.6702
H2AFV	0.591784	-0.037252	OR4A5	0.820732	0.32836	CHST12	1	-0.15957	AOAH	0.998835	-3.2644
CEP55	1	0.34504	COX6A1	0.773403	0.25975	ETHE1	0.356776	0.63914	AMPD3	0.998835	2.1008
SKP2	0.621911	-0.4927	SLC2A3	0.572978	0.52272	PRRG4	0.438332	0.55654	ACSM1	0.998835	-1.6702
VRK2	0.248441	0.68817	ACTC1	0.968728	0.067965	NOD1	0.988001	-0.03948	ACSBG2	0.998835	-1.6142
WFDC9	0.591784	-0.54291	EMC10	0.557284	0.44509	SIKE1	0.972988	-0.098955	ADARB1	0.998835	-1.6702
SETD9	0.685208	0.36778	QPCTL	0.669489	0.55532	COG2	0.972988	0.22691	ADAM9	0.998835	-0.88658
CPPED1	0.670563	0.86651	C11orf71	0.924093	0.12882	RNF224	0.987047	-0.17137	C8B	0.998835	1.464
DCXR	1	0.26926	MAP3K11	0.874026	0.10373	MUCL1	0.942749	0.17591	C8orf37	0.998835	-1.6702
KRTAP5-7	0.47665	1.1102	C20orf203	0.469618	0.53324	TUBGCP3	0.356776	-0.28449	C7orf57	0.998835	-1.3653
TRAPPC2L	0.853387	0.26421	RNF187	0.978672	-0.13591	TMEM14E	1	0.087008	C7orf60	0.998835	-0.68372
MPO	0.577019	0.94739	ACKR2	0.825622	0.20369	APOC2	0.843146	0.17679	CALML5	0.998835	-0.78871
ATOX1	0.785778	0.79929	DNAJB7	0.558905	0.44584	CHPT1	0.363823	0.088926	CAMLG	0.998835	-0.31326
TMEM216	1	-0.42294	ITGB7	0.833994	0.29083	TNK2	0.912875	-0.044591	C8orf46	0.998835	-2.4559
SEMA5A	0.738988	0.31069	FIGN	0.814406	0.030771	UGT3A2	0.972988	-0.078856	C8orf76	0.998835	-1.6142
HEATR5A	0.405018	0.58081	GLRX3	0.872787	0.10593	SPESP1	0.878874	0.16449	C21orf62	0.998835	-0.68372
WWTR1	0.47665	-0.52585	KLHL20	0.837954	0.21263	TUBA3E	1	-0.079689	C2orf69	0.998835	-1.6702
OBSCN	0.083591	2.8803	CCR4	0.947838	0.093941	UBE2Q2	0.448131	0.24665	C17orf82	0.998835	-0.68372
ELSPBP1	1	0.26225	PIM1	0.667421	0.56748	CMTR2	0.912875	-0.023518	C20orf202	0.998835	1.6669
CDH10	1	-0.1131	ZNF660	0.970683	0.086483	IFT22	0.963018	0.085776	C6orf163	0.998835	-2.4874
ALDH1A3	0.46436	-0.25227	CENPA	0.641119	1.1274	FLOT2	1	-0.015746	C7orf55-LUC7L2	0.998835	-0.88658
XDH	0.385499	0.67082	APOBEC4	0.344836	0.58859	OPTN	0.870773	0.2076	C3orf18	0.998835	-1.6142
KIAA1024	1	-0.37159	KRT2	0.85408	-0.17699	LIPA	0.963018	0.1514	C5orf24	0.998835	-1.2227
SHISA5	0.474347	1.1541	CT47A3	0.557284	0.27224	ELF2	0.448131	0.92871	CGB	0.998835	-1.6702
TNFAIP8L2	1	-0.52371	ECH1	0.621711	0.44279	LOC100652758	0.912875	0.11183	CHRAC1	0.998835	-1.6702
MMP19	0.851439	0.3637	CAPG	0.565813	0.0078818	LMLN	0.963018	0.19064	CD300LG	0.998835	10.053
DPPA4	0.591784	0.81607	FMN2	0.681679	0.46231	CYP17A1	0.80368	0.2573	CD36	0.998835	2.6465
TBC1D10A	0.621911	0.17395	MCHR2	0.982537	-0.070871	CHRM1	1	-0.2067	C11orf85	0.998835	-2.6071
FDPS	1	-0.65386	SCGB2B2	0.896977	0.15706	PGA4	1	-0.093693	C11orf74	0.998835	-1.6702
ATP11A	0.474347	1.1364	CCDC108	0.617958	0.1449	SCGB1D1	0.972988	0.0050278	CNOT11	0.998835	-1.6702
ELMO2	0.621911	0.28218	MIA3	0.472418	0.38511	HEPH	0.868594	0.30646	C12orf73	0.998835	1.6225
ABHD8	0.76397	-0.33029	AKAP17A	0.970683	0.018652	CXorf58	0.971265	0.014455	CCDC146	0.998835	-0.4476
SCN5A	1	-0.051205	GABRA4	0.595854	0.70352	AP3S1	0.405491	1.0819	CCDC176	0.998835	-1.6142
FANCD2	0.591784	0.77777	TPH2	0.526497	0.53374	NPPA	0.961956	0.1212	CAPSL	0.998835	1.8846
SHANK1	0.636778	0.1082	ZNF765	0.80737	0.10658	MAFG	1	-0.15886	CCDC112	0.998835	-2.5485
IFT27	0.418649	1.2479	PPFIBP1	0.835824	-0.014395	IRS1	0.80368	0.040229	CCDC97	0.998835	-1.4317
HNF4A	0.812216	0.64621	LAMP2	0.249891	0.90403	TSGA10	0.438332	0.66	CCNF	0.998835	-1.2958
GABRD	0.963797	0.67266	CD302	0.92643	0.1321	SRCAP	0.846014	0.25069	CCDC74A	0.998835	-1.6702
OGFOD1	0.648548	0.47134	TMEM210	0.975814	-0.091707	BTF3	1	0.10097	CCDC78	0.998835	-1.2227
REN	0.405018	-0.3375	MSLN	0.942147	0.093044	OR4K1	0.972988	-0.25288	ZNF552	0.998835	-2.4559
RASGRP3	0.809366	0.16692	RNASE10	0.822775	0.23244	CHDH	1	-0.011316	SULT1A1	0.998835	5.0475
CCR10	1	-0.044428	PECAM1	0.641119	0.41419	GEMIN7	0.80368	0.33453	STRC	0.998835	8.8386
CCDC141	0.75631	-0.036241	YIPF2	0.565813	0.62247	HIST1H2BE	0.961956	0.13858	SUPT20H	0.998835	-1.6702
ALOX5	0.501385	1.0671	ROMO1	0.84037	0.25683	C18orf21	0.963018	0.2228	SUMF2	0.998835	8.578
C15orf56	1	-0.25331	HIF1A	0.965991	0.13189	PRF1	0.841975	0.28032	SPRR2A	0.998835	6.1415
RAI2	1	-0.40538	ACTRT3	0.424627	0.84021	TMEM135	1	-0.078236	SPR	0.998835	-1.6702
ACADVL	0.803974	-0.10763	SIRT7	0.538233	0.52221	RACGAP1	0.666904	0.76477	STK25	0.998835	-1.6702
SORCS1	0.529516	1.025	PHF21B	0.641119	0.486	LRRN1	1	-0.14633	STAM2	0.998835	0.065745
CLSPN	0.591784	-0.077153	UGCG	0.810821	0.25132	ELOVL4	1	-0.057304	TBK1	0.998835	-1.6702
TPP2	0.136246	2.2907	RAB18	0.852393	0.34963	GMDS	1	-0.18705	TBC1D22A	0.998835	2.2874
GGCX	0.347392	1.3621	OR8G1	0.865383	-0.0022188	TRPM1	1	0.13907	TCN1	0.998835	-1.6702
ADIG	0.591784	0.69289	HOXB13	0.599363	0.22901	TSPAN3	0.846014	0.18186	TBL1Y	0.998835	1.7655
TRIM6-TRIM34	0.591784	0.47794	ARSK	0.837602	-0.05828	PSME4	0.777344	0.36875	SYNM	0.998835	-1.6702
EZR	0.63607	-0.31637	C8orf89	0.848761	0.15467	MAGEB5	1	-0.058635	SUV39H2	0.998835	4.5718
DESI2	1	-0.11702	RASEF	0.970683	0.09793	NDUFAF2	0.438332	0.26821	TAS2R50	0.998835	-1.6702
NANOGNB	0.591784	0.37371	TCERG1	0.822775	0.41546	SPP2	0.997678	0.060133	TAS2R43	0.998835	2.3556
GRIN1	0.418649	1.2278	TIMMDC1	0.848761	0.30712	ZDHHC18	0.771012	0.52498	SERPINA6	0.998835	-1.6702
MPC1L	1	0.54413	ACR	0.73785	-0.096199	UBE2T	0.987047	0.027626	SEPTIN6	0.998835	-1.6702
SAP30L	0.852662	0.45951	GTF2IRD2	0.667421	0.22097	ARHGEF37	0.882038	0.4197	SKA3	0.998835	-0.88658
LBR	0.385499	0.20262	LYPD2	0.773403	0.052077	RNASE11	0.407591	0.50578	SH2D6	0.998835	3.1721
ATXN7L1	0.670563	-0.23365	OR4S1	0.822775	0.18446	THBS2	0.841975	0.1768	SDS	0.998835	2.1766
ARRDC5	1	-0.17393	ZFPM2	0.915718	0.041472	NACC1	1	-0.10881	SDF2	0.998835	6.2433
ST6GALNAC5	0.385499	0.80573	ABCA2	0.773403	0.61277	CD2AP	0.81215	0.30424	SELM	0.998835	-1.6702
DRD5	0.851439	-0.32791	MMP7	0.792165	0.39847	USP17L25	0.457337	0.48466	SEC22A	0.998835	-1.6702
IFT172	0.760659	-0.18393	SLC9A6	0.825622	0.19534	SLC22A5	0.912875	-0.11417	SMIM3	0.998835	-1.6702
C12orf10	1	-0.34993	CNNM4	0.681257	0.41891	TPCN1	0.81215	0.28749	SMIM10L1	0.998835	-1.6702
GAPT	0.822943	0.84131	TH	0.841405	0.21737	CAPZA3	0.47069	0.36444	SPIDR	0.998835	-2.5781
HYAL3	0.591784	0.5079	SERPINE3	0.780963	0.077568	ANKRD39	0.963018	0.16981	SNX19	0.998835	-1.6702
PIGA	0.178248	2.0241	ACSM2A	0.820732	0.21328	SEPTIN3	1	-0.14617	SLC18A2	0.998835	3.7945
RBM11	0.591784	0.73919	RPL22	0.337169	0.80285	PDZD3	0.912875	0.16404	SLC12A8	0.998835	1.401
LCN12	0.872224	0.096088	MPC2	0.619665	0.38148	CCR10	0.972988	-0.10806	SLC9A3	0.998835	-1.6702
CPD	0.813496	-0.37398	TEX29	0.975814	0.045901	EPHA4	0.972988	-0.094297	SLC7A4	0.998835	4.1113
TCTE3	0.621911	-0.27298	VAMP5	0.471721	0.89328	DIRAS1	0.672529	0.3867	VASH1	0.998835	-1.6702
VPREB3	0.526285	-0.084114	TBX15	0.736053	0.33464	C12orf40	0.753803	0.48026	USP19	0.998835	-2.8689
PTPRJ	0.290614	0.17592	CLEC2L	0.736526	0.39887	SPG11	0.963018	0.035439	WDR88	0.998835	-1.5559
ATP1A4	0.591784	0.90557	CLRN2	0.928412	0.21787	C5orf42	0.133413	0.84709	VN1R1	0.998835	-1.6702
GRB14	1	-0.79449	ZNF516	0.621711	1.0595	TXNDC12	1	0.15517	UPP2	0.998835	-2.5781
ZNF155	0.248441	0.075264	SLC10A2	0.773403	0.35362	TMEM114	0.81215	0.1967	UNC5A	0.998835	-1.6702
EIF1	0.577019	0.9485	HEY1	0.736477	0.43283	HOXB3	0.988001	0.023454	USP16	0.998835	-1.6702
FAM218A	0.813496	-0.077247	CSK	0.471721	0.68879	DMRTB1	0.79938	0.378	UQCC3	0.998835	-2.4559
TP63	1	-0.11165	SOX11	0.970683	-0.089235	CYB5R1	0.501155	0.49916	XRCC2	0.998835	-1.6702
OR4F15	1	-0.49406	LXN	0.997378	-0.18419	CCDC62	0.972988	-0.056145	ZNF205	0.998835	-1.6702
RRP1	0.092692	1.1814	FITM2	0.684578	0.56881	LYPLAL1	0.79484	-0.076818	ZFYVE9	0.998835	-1.3653
TAS2R1	0.518992	1.0407	CBFA2T3	0.865383	0.086879	ALDH3A1	1	-0.14113	ZNF517	0.998835	-1.6702
DENND4A	1	0.20731	TSPAN12	0.530213	0.69431	HNRNPCL4	0.771012	0.66214	ZNF382	0.998835	-0.31326
DEK	0.910444	0.38737	SCN9A	0.971531	0.0065736	EPDR1	0.392208	0.84894	ZC3H6	0.998835	-1.6702
PRKCH	1	-0.3687	ZNF148	0.337729	0.70606	PPP1R15A	0.771012	0.43475	ZADH2	0.998835	-1.4317
FAM213A	1	-0.34552	RAB2A	0.915718	-0.056718	KRTAP4-12	0.507319	0.0044896	ZFX	0.998835	-0.78871
ZFAND3	1	-0.3121	JUNB	0.718841	0.31161	SERPINB4	0.912875	-0.025781	ZFR2	0.998835	-2.9617
ALPL	0.46147	1.1864	MYCBPAP	0.471721	0.59536	UGT1A1	0.912875	0.030718	TMEM87B	0.998835	-0.68372
TAF13	1	-0.552	GMIP	0.736053	0.42647	CEP170	1	0.010494	TNFRSF8	0.998835	-1.6702
TNFRSF12A	1	-0.48428	CHST13	0.930027	0.18999	KLC2	0.49491	0.29021	TRIM55	0.998835	-1.6142
A4GNT	1	-0.35366	WDR59	0.780963	0.54601	MIER2	1	-0.17964	TMEM239	0.998835	-1.6702
PDGFRB	1	-0.49809	DLC1	0.976871	0.0021848	CEP97	0.80368	0.1025	THSD7B	0.998835	-1.6702
ADAMTS19	1	0.089506	DNAJC30	0.824237	0.26979	WNT16	0.849216	-0.071861	TICAM2	0.998835	2.769
CPSF2	0.201466	-0.76635	SMAD1	0.872787	0.11001	ZBTB21	1	-0.13677	TMCC2	0.998835	-1.6702
RAB20	0.909103	0.2739	HOOK2	0.822775	0.32655	CACNG1	0.963018	-0.11527	TRIM58	0.998835	-1.6702
OR8B2	0.621911	0.86792	DTD1	0.915718	-0.0096359	TMEM183B	0.814643	0.30005	TUBA3E	0.998835	-1.5559
MS4A3	1	-0.056331	WDR87	0.976871	0.026892	RPA4	1	-0.095421	TSPAN11	0.998835	-0.68372
C18orf54	1	-0.03946	ATP11A	0.820732	0.40204	ANO5	0.374038	0.24023	UCHL5	0.998835	-0.88658
SFMBT1	1	0.45172	DEAF1	0.930027	-0.063338	TMEM27	0.470349	0.18599	UBA7	0.998835	-1.6702
RPSA	1	-1.1263	RANBP6	0.641119	0.20174	GPX6	0.80368	0.28086	TRMT1L	0.998835	-1.6702
KLHDC7A	0.613448	0.044202	CD180	0.698116	0.4419	IRF2BP2	0.708286	0.57742	TRMT10C	0.998835	-0.16511
VPS4A	1	-0.36251	AGPAT2	0.736526	-0.08311	REEP5	0.953812	0.19585	TRPV2	0.998835	-1.5559
POMK	0.46436	1.1879	CT47A7	0.930027	0.024131	GDI1	1	0.19394	DOLK	0.998835	0
TMEM59L	1	-0.51881	UBXN2B	0.837954	-0.027071	KIRREL3	1	-0.080057	IFT57	0.998835	6.7854
TMEM38B	0.812216	0.13768	FABP5	0.930027	0.15712	FGFR1	0.987047	0.15559	SYT8	0.998835	5.6258
SMIM7	0.293846	0.38257	TDRD7	0.599122	0.37224	NPY1R	0.649999	0.057532	SAP30L	0.998835	3.6876
SEMA3A	0.621911	0.59968	THEGL	0.820732	0.30334	GALR1	0.80368	0.063525	SDPR	0.998835	-4.0879
TCF7L1	1	-0.232	HOXD10	0.930027	0.057631	FITM2	0.771012	0.56021	PRSS2	0.998835	-1.5559
BIRC6	0.46436	-0.12388	CHAF1A	0.92643	0.19526	LRRC3	0.751941	0.16304	PTMA	0.998835	2.4315
GRHPR	1	-0.27713	EXOSC5	0.207117	1.41	CCDC110	0.972988	0.099043	TNFAIP8L2	0.998835	-0.4476
ASPDH	1	-0.5426	TXNDC9	0.471721	0.79604	P2RY2	1	-0.068544	WDR83OS	0.998835	1.8844
RNF186	1	0.046463	STK36	0.530213	0.79799	PPP1R35	0.814643	-0.037103	SLC25A25	0.998835	-0.31326
REG4	0.75631	0.014634	PPP2R1B	0.221666	0.71035	TBC1D22A	0.744133	0.25966	SYTL5	0.998835	-2.5781
SLC7A1	1	0.38961	GGT7	0.837602	0.41273	AGTPBP1	0.884402	0.19421	BST2	0.998835	-0.97823
TTC21B	0.591784	0.37813	PNPO	0.970683	0.066725	LECT1	1	-0.059559	COL9A2	0.998835	-3.2461
HPGDS	0.809366	0.84549	KRT23	0.467233	0.53417	AP3D1	1	-0.0072008	AKR1B15	0.998835	1.5988
GJA9	0.63607	-0.232	PPP2R2C	0.825622	0.19688	FAM118A	0.972988	0.06126	ANKRD16	0.998835	-3.6035
CYP2S1	0.441842	1.2063	SEC23IP	0.915718	0.24992	AKAP1	0.81215	0.33183	HNRNPLL	0.998835	-1.2227
HNRNPA0	0.811813	0.51685	LIPM	0.814406	0.23818	MAPRE3	0.972988	0.04339	KAT2B	0.998835	-3.6179
ENPP4	0.851439	0.064471	ZNF655	0.975814	-0.18974	ZNF235	0.319705	0.92388	DEPDC5	0.998835	0.30417
E4F1	1	-0.13687	GPC3	0.822775	0.015012	CABP4	0.80368	0.060083	DPT	0.998835	6.8643
C17orf85	0.813496	0.68591	TGIF2	0.773403	0.13609	RGS4	0.879549	0.29696	ACSM3	0.998835	-2.4559
C19orf53	0.216287	1.3185	GPHN	0.599363	0.57131	LRWD1	0.695945	0.19295	OPRK1	0.998835	-2.8448
VAMP1	0.248441	-0.32211	C14orf80	0.814406	0.01242	SAG	0.438332	0.73606	PPM1K	0.998835	3.4478
TRAF4	0.439519	1.2358	CAPS	0.894106	0.16169	TMEM106B	0.972988	0.29497	MYCN	0.998835	0.56484
ACSL4	1	0.16755	ZNF732	0.975814	0.037679	EFHC1	1	-0.12708	NUTM2F	0.998835	-0.68372
PRPSAP1	0.98797	-0.22812	NR1D1	0.820732	0.31018	C22orf46	0.743322	0.12228	ZNF568	0.998835	-0.68372
OR51B6	0.629689	-0.094718	SLCO4A1	0.814406	0.3241	ABCB1	1	-0.13451	ZNF81	0.998835	-0.68372
SCAI	0.418649	-0.50957	OR13D1	0.942303	0.12954	YAP1	1	-0.11595	ZFHX4	0.998835	-4.0032
CPTP	0.621911	0.68463	IGLL5	0.963167	0.092005	PPAP2A	0.81215	0.39257	ZMYND10	0.998835	-2.4874
CEACAM8	0.865041	0.88143	HDHD2	0.835824	0.30847	ATOH8	0.80368	-0.11739	DRGX	0.998835	-0.41445
OR2J2	1	-0.50782	UBE2Q2L	0.483699	0.034397	ZNF774	0.925942	-0.0098977	E2F4	0.998835	-3.4835
FKBP14	1	0.17302	RNF219	0.915718	0.16876	BLVRA	1	-0.064898	APMAP	0.998835	-2.5781
TESC	1	-0.014123	UBAP2	0.835824	0.48763	SP100	0.972988	0.2237	APOC3	0.998835	-0.59519
ZFP30	1	0.48497	CPA4	0.621711	0.44279	IKZF5	0.961956	0.09502	GSTK1	0.998835	-0.59519
SCGB3A1	1	-0.34771	TMEM179	0.825622	0.1215	DNAJC18	0.353655	0.66014	LPPR1	0.998835	-4.1185
ZNF880	0.84943	0.19824	RPS15	0.833994	0.76863	FMN2	0.771012	0.25668	ERICH6B	0.998835	-4.4176
BRAP	0.529516	1.0198	MAGEB10	0.85408	0.16517	SLC8A1	1	-0.15079	GPR52	0.998835	-1.4951
RPUSD1	0.781855	0.2452	CST6	0.91444	-0.047296	MATN2	1	0.14088	RANGAP1	0.998835	-0.68372
TRIM50	0.499686	1.0813	ATP6AP1L	0.814406	0.25512	TGM5	1	-0.23282	RAE1	0.998835	-0.68372
SIGLEC15	0.282547	1.6263	SGK223	0.719682	0.45226	ARMC8	1	-0.16677	RPS19	0.998835	-0.68372
PLCL1	1	0.23813	PROM2	0.565813	0.2753	TBX10	0.988094	-0.025781	RPL37	0.998835	-0.68372
BLVRB	0.621911	0.43349	AGAP9	0.253616	0.22469	REXO1	0.972988	0.023303	PPAN	0.998835	-0.68372
ZNF790	0.591784	0.91391	RNF138	0.865383	0.15101	SUDS3	0.972988	0.1122	PDCD11	0.998835	-0.68372
ZBED2	0.591784	-0.0090767	MAGEE1	0.471721	0.27147	UPP1	0.998427	0.14032	PSMD2	0.998835	-2.4559
MSRB1	0.870887	0.11293	SAPCD2	0.974383	-0.08075	TPD52L1	0.898393	-0.032685	PPAN-P2RY11	0.998835	-0.68372
TMPRSS13	1	-0.34668	METTL9	0.930261	0.21604	AKR1B15	1	-0.038036	VPS28	0.998835	-2.4874
DPP9	0.621911	-0.13194	CKS2	0.302126	-0.0012466	SATB1	0.912875	-0.19769	USP1	0.998835	-2.4874
KRT18	0.526285	-0.23976	KLHDC8B	0.970683	0.089603	SARM1	1	-0.19769	ZNF391	0.998835	-3.66
HSFX2	1	0.1819	PPP2CB	0.825622	0.21656	TMEM102	0.743322	0.2955	ZBTB17	0.998835	-0.68372
GOLGA6B	0.613448	-0.14133	ANKRD16	0.526497	0.65623	UNC45B	0.953353	-0.0715	TP53BP1	0.998835	-0.68372
ALKBH3	0.13076	0.104	OR5B2	0.599122	0.49519	FAM213A	0.438332	0.10012	TMEM258	0.998835	-0.68372
VSIG4	0.563372	0.95154	KCNF1	0.526497	-0.092949	TMEM39B	0.818547	0.28006	URM1	0.998835	-0.68372
MYO1D	0.895603	-0.43641	RPL9	0.939412	0.15712	DCAF5	0.666904	0.53875	UBE2I	0.998835	-0.68372
